Genus	10776.Healthy	10850.Healthy	10543.Healthy	10246.Healthy	10156.Gastrectomy	10684.Healthy	10463.Healthy	10100.Healthy	10342.Gastrectomy	10357.Healthy	10234.Gastrectomy	10537.Healthy	10304.Healthy	10701.Healthy	10197.Healthy	10486.Healthy	10132.Healthy	10680.Gastrectomy	10036.Healthy	10487.Healthy	10166.Gastrectomy	10317.Healthy	10183.Healthy	10791.Gastrectomy	10319.Gastrectomy	10208.Healthy	10554.Gastrectomy	10465.Healthy	10784.Healthy	10341.Healthy	10114.Healthy	10558.Gastrectomy	10215.Healthy	10794.Healthy	10423.Gastrectomy	10207.Healthy	10112.Gastrectomy	10205.Gastrectomy	10354.Healthy	10741.Healthy	10632.Healthy	10107.Healthy	10696.Gastrectomy	10538.Gastrectomy	10623.Gastrectomy	10360.Gastrectomy	10258.Healthy	10673.Gastrectomy	10192.Gastrectomy	10657.Healthy	10064.Gastrectomy	10433.Gastrectomy	10025.Healthy	10037.Healthy	10257.Gastrectomy	10060.Healthy	10297.Gastrectomy	10378.Healthy	10244.Healthy	10291.Gastrectomy	10647.Healthy	10501.Gastrectomy	10250.Healthy	10519.Healthy	10540.Gastrectomy	10733.Healthy	10219.Healthy	10563.Gastrectomy	10369.Gastrectomy	10355.Gastrectomy	10058.Healthy	10176.Gastrectomy	10048.Healthy	10451.Gastrectomy	10751.Gastrectomy	10105.Healthy	10703.Gastrectomy	10599.Gastrectomy	10080.Healthy	10807.Healthy	10395.Gastrectomy	10742.Gastrectomy	10321.Gastrectomy	10302.Healthy	10810.Gastrectomy	10167.Gastrectomy	10659.Healthy	10231.Healthy	10690.Gastrectomy	10457.Gastrectomy	10698.Healthy	10782.Gastrectomy	10340.Healthy	10189.Gastrectomy	10226.Healthy	10106.Healthy
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	0.00485	0	0	0	32.31932	38.20209	0	0.030959999999999998	16.27699	21.83804	34.717279999999995	0.0662	0	0	0.024130000000000002	0	2.9e-4	20.59011	0	1.09609	63.72737	0.00552	0	6.91943	14.814169999999999	0.00395	0.00881	0	0	0	0	0.20557999999999998	0.00319	0	40.67186	47.54786	0	27.23979	0	2.35964	37.09727	1.95069	31.4967	5.21107	42.2009	46.96768	0	3.60452	0	0	0.09139	13.80621	0	0	0	0	8.12942	0	3.13868	0	0	0	0.03916	42.66824	9.98888	0	0.02132	0.35817	46.00164	36.51409	3.44117	18.91999	0.0013599999999999999	0	0.09294999999999999	41.11232	0.0032300000000000002	0.0027	0	0	0	0.01193	27.30135	44.92167	43.02193	20.11673	3.5e-4	29.6994	27.23529	0.005	5.87331	0.04462	5.13159	0	36.26273	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	0.09027	0.0606	1.46269	0.24636	0.33304	1.7765600000000001	0.45916	0.00733	1.60817	1.60008	0.31827	0	0	0.59924	0.00702	8.99823	0	3.5150900000000003	0.35477000000000003	8.94038	0.26408	2.36688	0	14.33356	0.05028	1.7081	2.5931300000000004	3.9044800000000004	0.20912	1.4282899999999998	4.10585	3.51639	1.23247	0.38027	0.10433	0.39575	10.54912	9.12767	3.0932399999999998	1.81252	5.690910000000001	0.00165	1.87753	2.00784	0.32375	0.31323999999999996	0.19816	1.40316	6.633179999999999	1.09301	4.14167	6.51111	1.0010999999999999	0	0.01251	0	8.80414	0.48094	0	3.53009	3.17833	10.43204	0	3.60305	1.43545	1.96144	0.22776	6.5385100000000005	4.07053	1.34577	0.22772	0.61526	0	4.8773800000000005	0	3.5437700000000003	3.98439	0.44499	0.45187	0	0	0.46987999999999996	0.52847	0.7635299999999999	3.26058	0.0327	0	1.21782	0.96258	8.21448	0.65578	2.37799	3.52686	16.88487	0.98505	1.06587
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname|g__Candidatus_Saccharibacteria_noname	0	0.00263	0	0	0	0	0	0.03163	0	0	0	0	0	0	0	0	0.00962	0	0	0	0	0	0	0	0	0	0	0	0.00345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00245	0	0	0	0	0	0	0	0	0.00351	0	0	0	0.02126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Meiothermus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus	0	0	0	0	0	0.00162	0	0	0	0.00189	0	0	0	0	0	0.0248	0	0	0	0	0.00245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01699	0	0	0	0	0.00438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00132	0.00376	0	0	0	0.01744	0	0	0	0	0	0	0	0	0	0.01802	0	0	0.01998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03998
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella	0.03829	0.00296	0.020589999999999997	0.00571	0.005549999999999999	0	0.00317	1.4e-4	0	0.00702	0.02035	0.08895	0	0	0	0	1.39716	0.00912	0.02616	0.009810000000000001	0	0	0.00249	0	0.13337	0.020610000000000003	0.00611	0	0	0	0.00387	0.00935	0	0	0.01986	0.04209	0	0	7.9e-4	0.14057	0	0.015639999999999998	0	4.9e-4	0.00441	0.0278	0.00632	0	7.5e-4	0.016069999999999997	0.0028399999999999996	0	0.01062	7e-4	0.00422	0.04657	0	0	0.01662	0.0018	0	0	0.00613	0	0.09292	0.11014	1.7e-4	0	0.020900000000000002	0.00272	0.060039999999999996	0.05361	0.01833	3.9e-4	0.06871000000000001	0	0.00715	0.00406	0.032170000000000004	0	0	0.31579	0.11231	0	0.01372	0.00314	5e-5	0	0.00241	0.01463	0.01314	0.00595	0	0	0	0.0328
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia	0.01114	0	0.01094	0	0.00318	0	0	0	0	5.4e-4	0	0	0	0	0	0	0.04033	0	0	0	0	0	0	0	0.00776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00766	0	0	0.07504	0	0	0	0	0	0.00838	0.0129	0	0	0	0	0	0	0	0	0.00536	0	0.00825	0	0.01578	0	0	0	0	0	0.00232	0	0	0	0.00148	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	0.06943	0.02317	0.03621	0.00341	0.01221	0	0.006359999999999999	0.002	0.00349	0.023100000000000002	0.04043	0.1193	0.01874	0	0	0	0.21019	0.0368	0.0116	0.0772	0	0	0.01169	0	0.22314	0.06978000000000001	0.032170000000000004	0	0.0061	0.00786	0	0	0	0.00541	0.02892	0.03612	0	0.02994	0.07082	0.02916	0	0.01713	0.00093000000000000005	0.00231	0.00803	0.05874	0.00424	0.0173	0.0064	0.01327	0	0	0.01048	0.02461	0.01918	0.03912	0.00164	9.4e-4	0.06433	0.01797	0.01282	0.01994	0.0143	0	0.05906	0.04368	0	0.00375	0.06827	0.00817	0.013430000000000001	0.06787	0.00874	0	0.01016	0	0.00962	0.01165	0.0406	0.01281	0	0.24387000000000003	0.02915	0	0.04221	0.007169999999999999	0.00431	0.00553	0.00149	0.009770000000000001	0.04615999999999999	0.008749999999999999	0	0.00512	7.6e-4	0.038
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	0	0	0	0.04631	0.03812	0	0	0	0	0	0.00431	0	0	0	0.11168	0	0	0	0	0.14895	0	0	0	0	0.01258	0	0.00383	0	0	0	0.06392	0	0	0	0.01511	0.007180000000000001	0.75713	0.10863	0	0	0	0.08054	0	0	0	0.04913	0	0	0	0.21503	0	0	0	0.02994	0	0.00164	1.03018	0	0	0	0.60361	0	0.00391	0	0	0	0	0	0	0	0	0	3.65029	0	0	0	0.01073	0.48341	0.18029	0	0	0	0	0.06729	0	0	0.00192	0.00107	0	0	0	0	0	0.02943	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0.01734	0	0	0.00105	0.12419	0	2.60216	0	0.38373	0.0038799999999999998	0.09920999999999999	2.31481	0	0	0	0	0	0.02696	0.00172	0.0675	0	0	0	2.71378	0.06375	0	34.14733	0	0	0	0	0.07516	0	0	0.06035	0.00752	0.6784	0.25952	0	0	0.0296	0.00452	0.49131	0	0.11071	0.0927	0	1.4074	0	2.93021	16.9439	4.2972	0	0.01351	0	0	0.99748	0	0	3.18513	0.00214	0	0.30765	0	0.98363	0	0	0.06919	0	0	0	0.62871	0.42608	4.41817	0	0	0	15.228879999999998	0.47315999999999997	0.01234	0	0	0	0	0.0068	1.25821	14.478340000000001	0.13939000000000001	0	0	0	1.5e-4	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc	0	0	0	0	0	0	0	0	0.01383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella	0	0	0	0	0	0	0	0	0	0	0	0.0345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02792	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	0	0	0	0	0	0	0	0	0	0	0	0	0.00898	0	0	0.00421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02109	0	0	0	0	0	0	0	0	0	0.01099	0	0	0	0	0	0	0	0.00245	0	0	0	0	0.01296	0	0	0.00257	0	0	0	0	0	0	0	0	0.00295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4039	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	1.22137	0.05338	0.44686	0.0518	8.53434	0.024929999999999997	5.49651	0.06347	10.1639	2.2858	15.35262	29.84778	2.29957	0.04825	0.00834	8.1e-4	3.28445	5.26691	3.04717	6.83072	0.03569	0.10063000000000001	0.80976	0	39.80706	8.150920000000001	5.92008	0.17954	0.16789	0.5249	0.03406	2.98787	0.38029	0.7613800000000001	11.81897	9.57637	0.41771	6.49603	0.28833	0.9716199999999999	1.21676	1.6251499999999999	14.591	1.46452	3.4282299999999997	4.47062	0.10044	14.24656	0.9569300000000001	21.66528	0.836	0.72584	0.11581	0.5577	0.73031	1.7459200000000001	13.32353	0.59802	3.2841	15.89518	8.82655	3.1039600000000003	18.22215	0.14642	1.24544	0.46671999999999997	1.39937	6.3483600000000004	3.8851299999999998	6.00979	0.19256	7.63662	8.46716	4.62421	1.55696	0.74338	1.84608	4.4587	11.81156	0.7680199999999999	0.42016	9.62654	1.33325	0.5433	1.63083	19.43655	23.33999	0.38835	14.53501	0.94244000000000006	11.01454	3.7173599999999998	0.13301	1.00994	1.09477	6.48297
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Butyricicoccus	0	0	0	0	0	0	0	0	0	0	0	0.02975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34474	0	0.06629	0	0	0	0.01835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4704	0	0	0	0.02637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	0.31253	0.20793	1.00186	2.74067	0.1821	0.04395	0.21747	3.49742	0.030780000000000002	0.01559	0.03241	0.045860000000000005	1.48084	1.70676	3.70319	0.19272	4.1129999999999995	0.69745	3.70288	0.11189	1.40648	0.87488	13.983740000000001	0.48506	0.34562	0.06331	0.02344	0.25562	7.801810000000001	0.09835	1.32206	0.6704100000000001	0.51556	3.38637	0.55853	0.03416	5.92458	1.34531	1.41768	0	0.23143999999999998	1.53647	0.06285	3.9430199999999997	0.08934	0.45314	0.03548	0.05173	0.08011	1.33369	1.2294	0.05740000000000001	0.08621999999999999	8.8516	2.33994	0.44257	1.3710300000000002	0.01459	4.6429599999999995	0.04419	1.2667	0.37142000000000003	0.19755	0.30104000000000003	6.59443	0.47724	3.53245	0.93533	2.7577	0.00175	0.13153	0.1608	0.20490999999999998	0.49271000000000004	4.26358	0.07808999999999999	0.43575	0.06703	0.68331	3.53402	0.00136	0.36229	2.51659	0.04909	0.19429	0.37423	0	0.71139	0.69503	2.66729	0.09671	9.80503	3.7955	0.91081	0.0014	0.46814
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Finegoldia	0	0	0	0	0	0	0	3.6e-4	0	0	0	0.00127	0	0	0.06535	0	0.00296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas	0.01392	0	0.00352	0	0	0	0.00369	0.00392	0	0.00863	0.01644	0.0027	0	0	0	0	0.19812	0	0.00794	0	0	0	0	0	0	0.011540000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0.23897	0	0	0	0	0	0	0	2.9e-4	0	0	0	0	0	0.00493	0.00275	0	0.014199999999999999	0	0	0	0.00174	0	0	0.00586	0	0.00325	0.15136000000000002	0	0	0	0	0.0033	0	0	0	1.5e-4	0	0	0.02129	0.0025700000000000002	0	0	0.019719999999999998	0	0	0	0.0067	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus	0	0	0	0	0	0	0	0.00636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname	0.01431	0	0.011	0	3.2e-4	0	0.00767	0	0	0	3.9e-4	0	0	0.00191	0	0.00225	0	0.01367	0.00155	0.01962	0	0	0.03215	6.6e-4	6.2e-4	0	0	0.02672	0.0666	0.00107	0.00498	2.4e-4	0	0.01405	0.00232	0	0.03518	0.20567	0.07566	0	0.00846	0	0	0.00546	0	6.6e-4	0	0.00128	0	0.02198	0.02826	0	0	0.17534	0.00539	0.02367	0.07013	0	0.01975	0	0.04904	0.02661	0.00908	0	0	0.0137	0.03362	0.00684	0	0	0	0	0	0.00754	0.00622	0	0.00477	0	0	0	0	0.02523	0	0	0.00137	0	0	1.3e-4	0	0.05789	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor	0.13473	0.02441	0.01364	0.04358	0	0	0	1.7e-4	0	0	0	0.00808	0	0.15006	0	0.16023	0.01273	0	0.05945	0.14516	4.4e-4	0.00671	0.31254	0.03536	0	0.00862	0	0.01398	0.30531	0	0.13904	0.02714	3.7e-4	0.24742	0.00504	0.00133	0.18485	0.0156	0.05317	0	0.01885	0	0.04048	0.0314	0	0.0064	0.02322	0	0.01744	0.01192	0.0354	0	0.00183	0.5084	0.06766	0.00223	0.00799	0	0.08134	0.00369	0.05329	0.00119	0.07095	0.02372	0.00317	0.08793	0.13749	0	0.02759	0.00212	2.7e-4	0.00261	0	0.03135	0.00447	0	0	0	0	0	0	0	0	0.00633	6.1e-4	0	0.0225	0.04896	3e-4	0.06127	0.0288	0.00533	0.19359	0.00164	0	0.00819
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0152	0	0	0	0	0	0.00211	0	0	0	0	0	0.0245	0	0	0	0	0	0	0	0	0	0.0143	0	0	0	0	9.5e-4	0.03483	0	0	0	0	0.00751	0.00499	0	0	0	0	0	0	0.00373	0	0	0	3.9e-4	0	0	0	0.00128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	9.1455	0.0237	12.426730000000001	0	1.2540799999999999	11.55481	15.27912	0.01236	23.91127	18.52553	4.47344	7.11105	6.1628799999999995	0.8924	0.01241	4.67971	0.42011	20.77483	0.94257	0.26802	7.50682	20.279580000000003	0.00388	3.20091	3.52414	5.73832	8.71964	0.72437	0.00447	27.39508	0.04894	1.39401	6.890140000000001	0.00746	2.6777	14.44786	0.9201	1.60229	1.6733500000000001	7.152270000000001	11.371120000000001	0.015790000000000002	5.9180600000000005	26.54882	4.8129	0.99019	1.77545	1.1254	17.48612	0.18101	2.9213	5.17088	22.10343	7.16583	11.32742	0.20931	4.92614	14.82251	1.33514	2.99951	5.4766	5.52667	0.6821299999999999	8.10061	1.02926	7.29752	4.76906	6.53515	0.64112	5.87006	9.26242	11.72533	7.70383	1.02125	8.70989	3.85953	0.19573	12.376430000000001	3.16865	5.29659	5.85773	2.52505	0.5275000000000001	1.2292399999999999	3.27807	1.88244	0.00279	0.80416	9.77567	0.5407299999999999	8.28439	13.97328	16.43076	12.55792	19.03592	7.99688
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Pseudoramibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	0.07073	0.04177	0.018979999999999997	1.21483	0	0.01672	0.33326	0	0	0.31668	0.01067	0	0.23768999999999998	0.05859	0.00632	0.03913	0.021329999999999998	0.03315	0.79295	0.06003	0	0.15154	0.14032	0	0	0.04743	0.06076	0.00703	0.00574	0.00715	0.0348	0.0031	0.00309	0	0.0411	0.00438	1.9736	0.12755	0	0	0.00628	0.02345	0	0.01752	0.01067	0	0.00268	0.00206	0.01957	0.13969	0.0162	0	0.01974	0	0.01725	0.16141	0	0.00282	0.00724	0	3.7e-4	0	0.05783	7.3e-4	0.00293	0.01227	0.48903	0.0082	4.9e-4	0.0358	0.00447	0	0.0442	0	0.00246	0.01749	0	0.05791	0	0	0.04218	0.02183	0	0.2025	0.01183	0	0.00165	0	0.01072	0.00504	0.01437	0.02097	0.26725	0.00938	0.23144	0.4866
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	3.4645799999999998	9.28747	2.48965	5.64817	0.8227	0.52868	1.38877	2.26158	1.3726	3.2061699999999997	0.6268199999999999	3.38827	9.11361	3.45926	0.55903	2.27705	15.86083	0.98997	12.14119	4.16207	0.1403	0.95146	5.38254	0.5792299999999999	1.04863	0.72924	1.75953	2.89274	5.20724	1.73772	7.8347299999999995	0.41298	1.1897	8.35919	0.69706	0.20622000000000001	1.56529	3.02148	7.73348	3.34999	0.41244000000000003	4.997039999999999	0.80034	1.27271	1.38254	0.39314000000000004	0.8714	1.44402	0.55693	8.79443	2.63178	2.2871200000000003	3.03568	3.95279	0.8758	0.95219	0.55593	3.66359	7.62255	3.31252	3.80287	0.58806	6.16924	0.37773999999999996	0.85866	13.77647	3.9347700000000003	1.18587	0.2623	0.95272	5.10129	1.429	2.92648	1.09746	1.25266	0.46907	0.15752	1.11015	7.33511	1.17572	1.26623	0.16443	0.42922000000000005	1.83315	0.36608	2.19315	22.86478	0.43890999999999997	0.48197	0.30984999999999996	2.4730499999999997	0.40087999999999996	0.38471	0.87202	0.80701	1.7312100000000001
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	3.13588	0	0.58405	0	0.60236	0.29074	1.0412400000000002	0	0.8962300000000001	0.27999	0.41223	0.17097	0	0	0	0.61228	0	1.13243	0	2.5251200000000003	2.6983099999999998	0.2179	0	0.16942000000000002	1.1657600000000001	0.16097	1.80096	0.6794100000000001	0	0.5116499999999999	0	0.3815	0.72974000000000006	0.09012	0	0.62035	0.79158	0.11985	0	1.39711	0.23387	0.05619	0.37095	0.27304	0.64768	1.73474	0	1.2139	0.30537	0.23491	0.41551	0.53617	0.20167	0	0	0	0.11385	0.43117	0	2.62876	0	0.04115	0.53519	0.16062	0.04925	2.03855	0.46227	1.20355	4.8237	5.54615	1.32986	3.2584999999999997	2.52372	0.87587	0	1.00742	0.02122	0.25383	0	0	0.03732	0.077	0.36139	0.6701699999999999	0.29711	1.55566	0	0.42451	0.69907	0	0.26449	0.06537	0.98785	0.31903000000000004	0.43796	0
